No,base_url,section,section_url,group,group_url,url,sub_urls,title,title_kanji,title_kana,description,文字数,ステータス,修正後回答,用語(Kanji),用語(Hiragana),類義(synonyms1),類義(synonyms2),類義(synonyms3),類義(synonyms4),類義(synonyms5),類義(synonyms6),類義(synonyms7),類義(synonyms8),類義(synonyms9),類義(synonyms10),,,,,メモ(memo),受領日
,http://www.sakata-sousai.com/word/,か行,,,,http://www.sakata-sousai.com/word/word_026.html,,会葬礼状 かいそうれいじょう,会葬礼状,かいそうれいじょう,葬儀や告別式に会葬してくれた人に対して手渡す礼状のこと。,28,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://www.gotousogisya.com/word.html,あ行,,,,,,会葬礼状(かいそうれいじょう),会葬礼状,かいそうれいじょう,葬儀に会葬いただいた方に手渡す礼状のこと。喪主が、参列者ひとりひとりにお礼を申し上げる代わりにお礼状にしてお渡しするもので、お清めの塩を入れた小袋とセットになってる場合がが、最近では、「死」はけがれたものではない、という考え方から同封しない場合もあります。,128,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://h-sougi.com/,,,か(1),http://h-sougi.com/category/word_ka1,http://h-sougi.com/archives/171,,会葬礼状（かいそうれいじょう）,会葬礼状,かいそうれいじょう,"「会葬礼状」とは、
正式には葬儀がおわってから１～２日のうちに郵送するものですが、今では小袋に入ったお清めの塩、ハンカチ等の会葬御礼品と一緒に、受付でお渡しすることが多いようです。
会葬礼状は、会葬予定人数より多めに手配し、故人との続柄は喪主から見た関係で作成します。
。印刷する枚数は、故人と遺族の交際範囲を合わせて考えますが、年賀状の枚数を目安とするのも良い方法だと思います。
文面については用意された定型文の中から選ぶことが多いのですが、
。ほかにも、背景に故郷の風景画像をとり入れたり、故人が遺したメッセージを写真と一緒に載せるケースもあるようです。
また、
。",285,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://www.aoisousai.net/category/1531697.html,,,,,,,かいそうれいじよう(会葬礼状),会葬礼状,かいそうれいじよう,葬儀や告別式に来て会葬してくれた人に対して手渡す礼状のこと。,30,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://www.aoisousai.net/category/1531697.html,,,,,,,かいそうれいひん(会葬礼品),会葬礼品,かいそうれいひん,「返礼品」参照。葬儀に会葬した人に手渡す礼品のこと。「粗供養」とも。,34,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://www.aichi-shien.or.jp/sougiyougo,か行,http://www.aichi-shien.or.jp/sougiyougo#ttl-ka,,,,,会葬礼品 かいそうれいひん,会葬礼品,かいそうれいひん,会葬した人に手渡すお礼品。,13,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://www.sakata-sousai.com/word/,か行,,,,http://www.sakata-sousai.com/word/word_028.html,,解剖 かいぼう,解剖,かいぼう,"正常解剖・・・大学の医学部などの研究のためにする解剖。
病理解剖・・・医師が死亡の原因や難病の研究のために行う解剖。
司法解剖・・・自殺･他殺の疑いがある時に行われる警察解剖。
行政解剖・・・突然死などの場合、警察医の死体検分で死因が不明のときに行う解剖。",131,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://www.aoisousai.net/category/1531697.html,,,,,,,かいみょう(戒名),戒名,かいみょう,戒を授けられ仏弟子となった者に授けられる名前。江戸時代以降、死者に戒名を授与する没後作僧(もつごさそう)が一般化した。,59,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://j-sougi.com/sougi-knowledge/glossary,か,,,,,,戒名 (かいみょう),戒名 ,かいみょう,僧侶が故人につける名のこと。本来は仏教において受戒にさいして、俗名を改めて授けられる名。,44,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://www.sakata-sousai.com/word/,か行,,,,http://www.sakata-sousai.com/word/word_029.html,,戒名 かいみょう,戒名,かいみょう,多くの宗教宗派では仏名のことを戒名といいます。仏名とは、仏の弟子になった証として授けられる名前です。本来ならば生前に与えられるものですが、現在では亡くなってからつけて貰う場合がほとんどです。仏名は遅くともご葬儀までに、納骨・埋葬する菩提寺の僧侶につけてもらいます。ただし、菩提寺が遠隔地にあったり、宗派がわからない場合などは俗名のままご葬儀を行うこともあります。菩提寺に相談せず、勝手に戒名をつけてしまうと、いざ納骨、埋葬する段階で、受け入れを断られる場合が発生します。,235,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://souzoku-sougi.com/publics/index/139/,か行,http://souzoku-sougi.com/publics/index/139/#page139_368_632,,,http://souzoku-sougi.com/publics/index/139/&anchor_link=page139_130_408#page139_130_408,,戒名(かいみょう),戒名,かいみょう,僧が死者につける法号・法名。元々は仏教において、仏門に入った証し、戒律を守るしるしとして与えられる名前で、そこから転じて、江戸時代の檀家制度以降は「没後作僧」といい、死後に出家したとみなして死者に戒名を与える風習が生れました。本来、身分や位を表すものでしたが、高度経済成長以降、寄進する金額の多寡によって位の高い戒名が買えるようになりました。故人が生前、戒名を拒否していたなら、葬儀はもちろんその後も俗名で通してもかまわないとされています。,220,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,20/4/18
,http://www.gishiki.co.jp/dictionary/wordbook/index.html,か行,,,,,,戒名（かいみょう）,戒名,かいみょう,"多くの宗教宗派では仏名のことを戒名といいます。仏名とは、仏の弟子になった証として授けられる名前です。本来ならば生前に与えられるものですが、現在では亡くなってからつけて貰う場合がほとんどです。
仏名は遅くともご葬儀までに、納骨・埋葬する菩提寺の僧侶につけてもらいます。ただし、菩提寺が遠隔地にあったり、宗派がわからない場合などは俗名のままご葬儀を行うこともあります。菩提寺に相談せず、勝手に戒名をつけてしまうと、いざ納骨、埋葬する段階で、受け入れを断られる場合が発生します。",237,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://www.gotousogisya.com/word.html,か行,,,,,,戒名(かいみょう),戒名,かいみょう,仏門に入り仏の弟子になったことをあらわす名前のこと。浄土真宗では法名という。一般に故人の死後、遺族が菩提寺に依頼して授かる。,62,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://kakaku.com/sougi/howto/S0026.html,カ行,,,,,,戒名（かいみょう）,戒名,かいみょう,仏門に入った証として授かる名前のことで、仏式の葬儀や寺院の墓に入るためには原則として戒名が必要です。,50,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://h-sougi.com/,,,か(1),http://h-sougi.com/category/word_ka1,http://h-sougi.com/archives/172,,戒名、法名、法号（かいみょう、ほうみょう、ほうごう）,戒名、法名、法号,かいみょう、ほうみょう、ほうごう,"僧が死者におくる名前のように思われている「戒名」ですが、
戒名の起源は、仏門に入って修行に励み、僧侶として戒律を守ることを誓い、仏弟子になった証として師から与えられたものなのです。日本で「戒名」が広まっていったのは江戸時代以降で、檀家制度の定着とともに一般的になっていきました。
現在では死者に対して葬式のときに受戒させ、仏弟子として浄土へ送るという“没後作僧（もつごさそう）”が一般化していますが、生前に戒名の授与を受け、仏の教えを守りながら生きてゆこうという生前授与の考えも普及しつつあります。
今では院号・道号・戒名・位号を合わせた全体を「戒名」と呼んでいますが、「どんな身分の人間であっても、仏の世界では平等である」ということから、本来の戒名は皆、２文字でした。
院号、道号、位号は後に加わったもので、院号は生前の功績が大きかった人に贈られる特別な戒名、道号は仏教を会得した人におくられる尊称、位号は性別や年齢をあらわしたものとなっています。
また、",429,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,https://www.aoba-c.com/%E8%91%AC%E5%84%80%E3%81%AE%E8%B1%86%E7%9F%A5%E8%AD%98/%E8%91%AC%E5%84%80%E7%94%A8%E8%AA%9E%E9%9B%86/,,,,,,,戒名、法名、法号（かいみょう、ほうみょう、ほうごう、宗旨宗派によって違います）,戒名、法名、法号,かいみょう、ほうみょう、ほうごう、宗旨宗派によって違います,僧侶が、亡くなった方につける名前と思われていますが、本来戒名は、生前に与えられる名前でした。しかし現在では、亡くなった方に対して葬式のときに受戒（じゅかい）させ、仏の弟子として浄土（じょうど）へ旅立たせるという「没後作僧（ぶつごさそう）」が一般的です。,126,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://www.sakata-sousai.com/word/,か行,,,,http://www.sakata-sousai.com/word/word_030.html,,海洋葬 かいようそう,海洋葬,かいようそう,散骨の一種で、火葬後の遺骨を海に撒いて供養すること。行うには法律によって定められた条件をクリアしなければならない。,57,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,https://www.aoba-c.com/%E8%91%AC%E5%84%80%E3%81%AE%E8%B1%86%E7%9F%A5%E8%AD%98/%E8%91%AC%E5%84%80%E7%94%A8%E8%AA%9E%E9%9B%86/,,,,,,,海洋葬（かいようそう）,海洋葬,かいようそう,海洋葬（かいようそう）は、生物は海から生まれ海へ還るという思いから始まった自然葬のひとつです。火葬された遺骨を粉末化し海に撒いて供養をするというもので、散骨の一種になります。,87,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
,http://h-sougi.com/,,,か(1),http://h-sougi.com/category/word_ka1,http://h-sougi.com/archives/176,,海洋葬（かいようそう）,海洋葬,かいようそう,"－生物は海から生まれ、海へ還る－
「海洋葬」は、そういった思いからはじまった自然葬のひとつで、火葬された遺骨を粉末化し、海に撒いて供養を行なうものですので、散骨の一種となります。
俳優の石原裕次郎さんが海洋葬を行なってから知名度が上がりはじめ、その後、海洋葬を希望する人が年々増えてきています。
海洋葬に関わる法律には、墓埋法と遺骨破棄罪刑法190条の２つがありますが、いずれも「節度をもち、厳粛な埋葬法のひとつとして行なわれる限り問題ない」とされています。
他にも、遺骨を撒く場所など、法律によって定められた条件がありますので、海洋葬専門業者に相談してください。
海洋葬のコースは、個別散骨、合同散骨、委託散骨の３種類があります。個人散骨は一組の遺族が一つの船を貸しきって散骨するもので、合同散骨は何組かの遺族で船をチャーターするもの、委託散骨は遺族は船に乗らずに、遺骨を預けて散骨するものです。
海洋葬の費用は、個別30～40万円位、合同10～20万円位、委託3～5万円位で、いずれも「海洋散骨証明書」が発行されます。",461,削除,削除,削除,削除,,,,,,,,,,,,,,,重複,17/5/18
